"Cooper, James Fenimore","Kém, A I-III.",Olcsó C27,Szépirodalmi,1959,http://mokka.hu/mokka/record/MOKKAS0000444409
"Courtade, Pierre","Fekete folyó, A",Olcsó C30,Szépirodalmi,1954,http://mokka.hu/mokka/record/MOKKAS0000441629
"Courtois, Gaston","Legszebb történet, A",Katek. C30,OMC,1983,http://tinyurl.com/lsvhwpq
"Courtois, Gaston",Ketten a mesterrel,Elmélk. C30,OMC,1969,http://mokka.hu/mokka/record/MOKKAS0000671092
"Cronin, Archibald Joseph","Hattyúcímeres kastély, A",C32,Aldina,1992,http://mokka.hu/mokka/record/MOKKAZ0006304720
"Cronin, Archibald Joseph","Mennyország kulcsa, A",C32,Szent István Társ.,1986,http://mokka.hu/mokka/record/MOKKAS0003784021
"Cronin, Archibald Joseph","Mennyország kulcsa, A",C32,Szent István Társ.,1986,http://mokka.hu/mokka/record/MOKKAS0003784021
Csaba Margit,Amit a serdülő leánynak tudnia kell,Ifj. C33,Szent István Társ.,1937,http://mokka.hu/mokka/record/MOKKAS0000834478
Csanád Béla (vál.),Isten ege alatt. Húsz katolikus költő kétszáz verse,Vers C38,Ecclesia,1985,http://mokka.hu/mokka/record/MOKKAZ0006278539
Csapó György,Európai pillanatok,Földr. C41,Gondolat,1964,http://mokka.hu/mokka/record/MOKKAS0000550720
Csávossy Elemér SJ,Örök igazságok : lelki gyakorlat,Lelk. C48,Korda,1934,http://nektar.oszk.hu/hu/manifestation/2969870
Csávossy Elemér SJ,Sponsa Dei : elmélkedések ,Elmélk. C48,Szalézi Művek,1942,http://nektar.oszk.hu/hu/manifestation/2940326
Csávossy Elemér SJ,"Szeretet nagy titka, A : szentbeszédek, elmélkedések és gyakorlati utasítások ... tekintettel főleg az eucharisztikus évre",Homil. C48,Korda,1937,http://nektar.oszk.hu/hu/manifestation/1562627
Csávossy Elemér SJ,"Századok nagy jele, A. A Jézus Szíve-tisztelet mivolta, gyakorlata és jelentősége",Lelk. C48,Korda,1942,http://mokka.hu/mokka/record/MOKKAI0008389229
Csendes Csaba,Most jöttem a pápától. Riportok II. János Pálról,"Életr. János Pál, II., B.",Meszprint,1991,http://mokka.hu/mokka/record/MOKKAZ0006219079
Csengey Gusztáv,"Mocsarak királya, A",Ifj. C55,Révai,1928,http://mokka.hu/mokka/record/MOKKAS0000798267
Cserháti József (szerk.),Találkozás Istennel I.,Lelk. C59,Szent István Társ.,1980,http://mokka.hu/mokka/record/MOKKAZ0006224886
Csoma Attila,"Római kortól napjainkig, A : mozaikok Dunakeszi történelméből",Tört. C78,Keszi-Press,2008,http://nektar.oszk.hu/hu/manifestation/2803393
Csukovits János (szerk.),"Mi Urunk Jézusunk szentséges szívének hónapja, A : ájtatossági gyakorlat főleg június havára",Ima M63,Stephaneum Ny.,1904,http://nektar.oszk.hu/hu/manifestation/3171040
"Curie, Eva",Madame Curie,C89,Révai,1938,http://mokka.hu/mokka/record/MOKKAS0003471416
Czakó Gábor,Beavatás. Az ideák nyelve,C90,Cz. Simon Bt.,2005,http://mokka.hu/mokka/record/MOKKAS0002082910
Czapik Gyula,"Lelkigyakorlatok, különös tekintettel a homiletikára, A",Homil. C91,A Szív,1924,http://nektar.oszk.hu/hu/manifestation/3237092
